,Tweets,Time,Username
173,"What can we say, we have a soft spot for synchronized dancing robot swarms. #MakerFaire pic.twitter.com/CNnkhQSQfg",5/17/2015,intel
174,It was a pleasure speaking w @beriberikix @makenai @nebrius at #MakerFaire about our book #JavaScript Robotics @makepic.twitter.com/atajWO92go,5/17/2015,EdgePress
175,The Moat Boat Paddle Battle is on! Who has a better and faster #3DPrinted boat? #MakerFaire #MFBA15pic.twitter.com/VZ4cIBa1lu,5/17/2015,makerfaire
176,Read all about it! We're selling @ayahbdeir's @make book today at #MakerFaire booth #2455  http://makezine.com/projects/getting-started-with-littlebits/ …pic.twitter.com/LNzBKDVcfA,5/17/2015,littleBits
177,"Light walls, electroluminescent wire, Tesla coils and more bring brightness to the Dark Room at #MakerFaire. pic.twitter.com/hYXtsJG42T",5/17/2015,intel
178,.@InMoov is excited to meet #Megabots for the first time at #MakerFaire! @autodesk #InMoov #MFBA15pic.twitter.com/Jzdwly1GAl,5/17/2015,makerfaire
179,"Makers get creative with Intel Edison, bringing imaginative new products to life. #MakerFaire http://intel.ly/1JnWqXM ",5/17/2015,intel
180,Self-Aligning Handheld Router Gets New Look and Name #makerfaire #MFBA15 http://ow.ly/N3vH4 pic.twitter.com/Dfc25bfWn8,5/17/2015,make
181,Pi-powered arcade machine from @acrobotic in demand yesterday. Ready for more games today! #MakerFaire #MFBA15pic.twitter.com/oooPVXARTd,5/17/2015,Raspberry_Pi
182,"Naturally, a giant fire-breathing robot welcomes visitors to Day 2 of #MakerFaire. pic.twitter.com/4S6eDp68gV",5/17/2015,intel
183,Say Hi to R2-D2 #makerfaire. Highlights from #ARM and partners @Atmel @Freescale @zymbit http://bit.ly/1e8YRSd pic.twitter.com/6lVi724R23,5/17/2015,Arm
184,"First up at @makerfaire this morning, I'm doing my Getting Started with @Raspberry_Pi  presentation at the DIY stage. See you there!",5/17/2015,MattRichardson
185,This exosuit powerlifter was built by high school friends in their garage. #MakerFaire https://vine.co/v/eAZnVFbeAdi ,5/17/2015,intel
186,#SmartEverything:  #IoT development board embedding @Sigfox with @Telit_WS_corp at @makerfaire #MakerFaire #BayAreapic.twitter.com/RHR7utdkNF,5/17/2015,Sm4rtEverything
187,Video of giant fighting robots? VIDEO OF GIANT FIGHTING ROBOTS! http://arstechnica.com/the-multiverse/2015/05/titanfall-irl-we-saw-some-crazy-looking-giant-robots-at-maker-faire-2015/ … #MakerFaire @MegaBotsIncpic.twitter.com/5TSoy5H8cs,5/18/2015,arstechnica
188,A 15-Foot-Tall Battle MegaBot Destroys a Car at MakerFaire Bay Area http://laughingsquid.com/a-15-foot-tall-battle-megabot-destroys-a-car-at-makerfaire-bay-area/ …pic.twitter.com/GDnGXf5gsT,5/18/2015,LaughingSquid
189,"Our US Chief Data Scientist is a maker. #MakerFaire enthusiasts, sign up for the 1st #NatlMakerFaire! #DC #govmakeshttps://twitter.com/dj44/status/597508454140489728 …National Maker Faire added,",5/18/2015,natlmakerfaire
190,The Maker Bench Challenge prototype @SketchUp. One of four built for the #MakerFaire. → http://bit.ly/MakerBenchChallenge …pic.twitter.com/pToz1N7wEf,5/18/2015,open_desk
191,"""@MakerFaire feels like people taking control of tech, instead of tech taking control of us.” http://on.recode.net/1Li5ThN pic.twitter.com/eHR813v2V4",5/21/2015,MicrochipMakes
192,"New ep! Router Security Flaw! MakerFaire, Camera Reccos, Best BitTorrent Client, More! https://youtu.be/h5nvzuRIblk https://twitter.com/TekThing/status/601480967488933890 …Shannon Morse added,",5/21/2015,Snubs
193,"This past weekend, I got to meet with the @Raspberry_Pi folk and paint using conducive paint. #MakerFaire pic.twitter.com/9yPmfkDFB9",5/21/2015,qi
194,congrats to @TheObrary and @AstroPrint3D for their Editor's Choice ribbons at @makerfaire http://bit.ly/1FqrO52  #startups #innovation,5/22/2015,EvoNexus
195,Spotted @makerfaire last weekend:A good #imagination and a pile of junk... sounds about right!  #makereducationpic.twitter.com/FZvdQj3KYc,5/23/2015,goldieblox
196,We sure had our ‘faire share’ of projects at @MakerFaire last weekend! In case you missed us: http://bit.ly/1IRouUz pic.twitter.com/va1uDpqEgQ,5/23/2015,MicrochipMakes
197,"#Makers #Fablab What the Romans are doing now, is preparing for Maker Faire, #MFR15! http://makezine.com/2015/05/23/call-makers-rome-needs/ … @makerfaire",5/24/2015,MakerFaireRome
198,Triggering a small #Teslacoil w skratching! A larger one will fry you @camdakm #MakerFaire https://instagram.com/p/3EwExEyPHY/ ,5/24/2015,DJQbert
199,Constructing Confidence: See how @ProjectHDesign transforms kids into #makers http://autode.sk/1cC0Ddj  #makerfaire pic.twitter.com/7KMJ6RvtHG,5/26/2015,AutoCAD
200,"Time: ""One of the truly bright lights in tech education is the @MakerFaire.” http://ti.me/1ExNBnx  Nice coverage. Via @SherryHuss",5/27/2015,timoreilly
201,#TBT that time we were @WhiteHouse #MakerFaire & @DCmakerfaire for the 1st time ever :) #NationOfMakerspic.twitter.com/lflAzGnRSk,5/28/2015,mmlee
202,We're making a trip to #makerfaire Taipei #Computex. pic.twitter.com/6cOFylf39u,5/29/2015,CoolerMaster
203,Learn how to build your Makerspace on EdSurge! #makerfaire #fablab#makered #makers http://bit.ly/1PQK4fT pic.twitter.com/zuP31ch6s6,5/29/2015,EdSurge
204,Do you love #RubeGoldberg machines? Get inspired. http://ow.ly/NzCLi  @RubeGoldberg #MakerFaire,5/29/2015,make
205,Now kids are learning to use the lathe in the @Rockler booth at @makerfaire MN #twincities #woodworkingpic.twitter.com/KvU4ylMKLF,5/29/2015,WoodworkersJrnl
206,"To all the @makerfaire enthusiasts, we invite you to come see DARPA Robotics Challenge Finals next week @Fairplex in Pomona, CA, June 5-6",5/30/2015,DARPA
207,“Thanks @tickleapp for teaching us to fly!” Experience the magic of programming @Parrot drones at #Makerfaire #Taipeipic.twitter.com/Lt9cmfRCfI,5/30/2015,tickleapp
208,"It's go time! Get a free ticket to the National #MakerFaire → https://nationalmakerfaire.eventbrite.com/  June 12-13, 2015! #DC #NatlMakerFaire #NationOfMakers",5/31/2015,natlmakerfaire
209,Calling all #makers! #makered #edchat #STEM #STEAM #MakerFaire #whatwillyoumake → http://bit.ly/nationalmakers pic.twitter.com/5eFPkHhs5M,5/8/2015,natlmakerfaire
210,"Don't miss out: deadline TODAY 5/8! Join us, #MakerFaire enthusiasts, #STEM warriors, inventors! #NatlMakerFairepic.twitter.com/FkSZcocrNH",5/8/2015,natlmakerfaire
211,"Bay Area @makerfaire just a week out. Get this wrench pack at @ROBLOX 's booth, for info go to http://bit.ly/1H6XyiQ pic.twitter.com/a6ldHSDTzy",5/8/2015,ModNobleDragon
212,Support this year's #MakerFaire and become a #sponsor! Details here http://makerfairederby.com/sponsor/  #make #MAKER #DerbyUKpic.twitter.com/dDzgywsBML,5/8/2015,MakerFaireDERBY
213,"It's time, #Makers! → Apply for National #MakerFaire. Deadline today, Friday May 8! #NationOfMakers http://bit.ly/nationalmakers ",5/8/2015,jesshobbs
214,#French #Makers Participating  at the @makerfaire San-Mateo@leFabShop @MiniCut2d & @InMoov on the @AirFranceFR boothpic.twitter.com/VL9gNWrLuY,5/8/2015,InMoov
215,Getting ready for @makerfaire and @ATXMakerFaire. See you all there next weekend.pic.twitter.com/G2k6tizZW8,5/9/2015,HelloFoundry
216,Last week was the inaugural #MakerFaireNLR. Here is a video recap. http://youtu.be/-7sAr5mKXIA  #ARidea #MakerFaire pic.twitter.com/bdEZfcNsvU,5/9/2015,absolut_zer0
217,Must-see 1st-ever National Maker Faire this Fri + Sat builds upon momentum of @DCmakerfaire + @WhiteHouse #MakerFaire http://nationalmakerfaire.com ,6/11/2015,make
218,Reminiscing ‘bout the memories made at last year's inaugural White House @MakerFaire! #NatlMakerFaire tomorrow! #TBTpic.twitter.com/bdXe1VULRj,6/11/2015,MicrochipMakes
219,#TBT that time @bjepson & I spoke @WhiteHouse #MakerFaire • PS: #NatlMakerFaire is TOMORROW! http://NationalMakerFaire.eventbrite.com pic.twitter.com/Qus3BnmnA4,6/11/2015,mmlee
220,.@Autodesk CEO @CarlBass shares tips for making with kids in a talk from @MakerFaire Bay Area 2015.http://bit.ly/1Gsdv1w ,6/12/2015,instructables
221,"Cutting, drilling, sanding & printing w/ @dremel at #MakerFaire http://ow.ly/OfDjf  #ToolsForMakerspic.twitter.com/uIJ8yih5Gg",6/12/2015,make
222,"3D printing, rockets, robots and so much more #NatlMakerFaire @makerfaire pic.twitter.com/dEX4S1Lwtr",6/12/2015,GlobalDevLab
223,Don't miss this! Friday and Saturday Schedule: http://nationalmakerfaire.com/schedule/   • FREE tix: http://nationalmakerfaire.eventbrite.com  #natlmakerfaire #makerfaire #DC,6/12/2015,natlmakerfaire
224,C.H.I.P. and @dalepd! National @makerfaire in Washington D.C. #NationofMakerspic.twitter.com/hElk4NIN0Z,6/13/2015,nextthingco
225,3-D print of a diabetic foot ulcer to help someone understand their diagnosis http://www.3dprintforhealth.com  #MakerFaire pic.twitter.com/9bRqC6vIIm,6/13/2015,SusannahFox
226,President Obama Kicks Off National 'Week of Making'  via @EdweekLibrary http://blogs.edweek.org/edweek/curriculum/2015/06/obama_kicks_off_national_week_of_making.html?cmp=soc-edit-tw-lib …@natlmakerfaire#NatlMakerFaire #makerfaire,6/13/2015,make
227,Yeah boi! Come visit the @ROBLOX booth at the national @makerfaire in DC pic.twitter.com/Jj67sY51Bs,6/13/2015,ModNobleDragon
228,"Mark your calendars #SanDiego! Announcing #MakerFaire, Oct 3 & 4 in #BalboaPark. Another event to celebrate 2015.pic.twitter.com/bBQRAdbM5g",6/15/2015,ToddGloria
229,"On @makerfaire, @eg​, being away from family too long, and juggling.https://www.youtube.com/watch?v=1rb2uechh7I …",6/2/2015,donttrythis
230,Hackaday Shenzhen party in full swing @hackaday @makerfaire #SZMFpic.twitter.com/lghubwlIQI,6/20/2015,randomwalks
231,Anyone else getting TI-83 flashbacks from this #LED-infused game of #snake? #TBT #MakerFaire http://intel.ly/1GxulYy ,6/23/2015,intel
232,Inventive. Interactive. And totally vegan. This is the kind of #MakerFaire safari wildlife we can get used to. http://intel.ly/1BDY7Pw ,6/25/2015,intel
233,"Dale Dougherty, Father of the Maker Movement, on Breaking Rules @dalepd #makerfaire #makered http://bit.ly/1dgK4nm pic.twitter.com/uowuB3DEEP",6/27/2015,EdSurge
234,Our Dunk Tank Flambé was a hit at @makerfairekc this past weekend. Maker madness + fireballs. Check it: http://bit.ly/1RN00eG  #MakerFaire,6/29/2015,TwoBitCircus
235,Calling all #NatlMakerFaire attendees: we want your thoughts! Chime in at https://www.surveymonkey.com/r/NationalMakerFaire2015ATTENDEE … #MakerFaire pic.twitter.com/OH4HLta8cK,6/29/2015,natlmakerfaire
236,Technologist and blogger @JohnBiehler shows off 3D printing at @makerfaire_van http://ow.ly/NT4ym pic.twitter.com/KmsHjUCNkt,6/4/2015,VanCourierNews
237,Vancouver Makerfaire - soooo worth the trip every year.  This time we learned to solder!  #VMMFpic.twitter.com/4wQPzuanb2,6/6/2015,sunnydeveloper
238,The epitome of awesome. #starwars hockey seen at #VMMF @makerfaire_vanpic.twitter.com/iIyauzOXtR,6/6/2015,JackandHolman
239,The #Buffalo #MakerFaire is in full swing! Come and see @buffalolab @FoundryBuffalo @MadJack3DPrints and more!pic.twitter.com/ayuGXY6mvd,6/6/2015,peterjcimino
240,The @atmel table at the Torino mini makerfaire pic.twitter.com/8ctu217NkJ,6/6/2015,mbanzi
241,In Torino for the mini #makerfaire and launch of @casaJasmina with @arduino @open_desk - more #makeinitaly fun!pic.twitter.com/7onUWDz7Wg,6/6/2015,nick_diaconou
242,Pinshape's @makerfaire_van booth is set up and ready to go! #makerfaire #3dprinting http://ow.ly/i/bbzcp pic.twitter.com/ZlVNjwFjUd,6/7/2015,pinshape
243,Maker Faire Singapore is up and running.  #makerfaire #sgmakerfairepic.twitter.com/HebInJPotC,7/11/2015,dalepd
244,Call for #Vendors: Only 10 days left to apply to the BUST Craftacular @makerfaire NYC! http://bit.ly/1Cyv2QE pic.twitter.com/b7wGP3xioB,7/13/2015,bust_magazine
245,Makers Gonna Make #makermelaindia #makerfaire @MAKERS_MOVEMENT @mkrPT  @FabLabUK @fablab_catania @DigiFabAcademypic.twitter.com/Alkb9JcWO5,7/15/2015,makermelaIndia
246,Spread the word #MAETEL1 #makerfaire Let the advertising begin! #maet Wed 7/22 11-1pm Main Library @msulibrariespic.twitter.com/pGzT7GgkCa,7/16/2015,WeverWorld
247,"#Makers: Showcase your projects at the World #MakerFaire NY 2015, Sep 26+27. Submit your applications by July 19! https://twitter.com/makerfaire/status/622097916426125312 …Make: added,",7/17/2015,make
248,"LAST CHANCE: 2nd Round World #MakerFaire NY 2015 applications close Sunday, July 19 at 11:59pm PST. Apply now: http://ow.ly/PvBhu ",7/17/2015,makerfaire
249,"Sharing #makerfaire with the #USSEA conference. Perfect theme, bridging communities @SherryHuss giving the keynotepic.twitter.com/wA5Sa3P3hM",7/19/2015,makerfaire
250,Time is running out: Grab your early bird tix to the World @makerfaire NY 2015 by 7/31 http://ow.ly/PV5LE  #WMF15pic.twitter.com/e5ms4IcgLi,7/21/2015,make
251,"World's largest hot wheels track, power racing series & more at @MakerFaire Detroit Jul 25+26 http://ow.ly/PU2A8 pic.twitter.com/CGuKOnM9k4",7/21/2015,make
252,Woooo! We're going to the World Maker Faire New York on Sept 26/27. @make @makerfaire @natlmakerfaire @printhumanpic.twitter.com/0wyDCYSEsP,7/23/2015,teamgrowbox
253,"@thehenryford @makerfaire always a great time, thank you! #detroitpic.twitter.com/aIgnrMpntP",7/25/2015,TwitiAndrew
254,.@ROBLOX won a blue ribbon at the @makerfaire here in Detroit pic.twitter.com/vpeX8V0RzI,7/25/2015,ModNobleDragon
255,We are at the @makerfaire repping @ROBLOX. Come say hipic.twitter.com/GLIk70qxUQ,7/25/2015,ModNobleDragon
256,"Recently Published | ""Becoming A Maker"" http://www.iafrikan.com/2015/07/04/maker-hardware-electronics/ … #Arduino #UX #Design #Electronics #MakerFaire pic.twitter.com/DArGyybysU",7/6/2015,iafrikan
257,Find out what I got to see and do at #MakerFaireKC. Hint: It was a blast! http://bit.ly/1JMVyxH  cc: @makerfaire pic.twitter.com/bIeUhWD9gk,7/7/2015,absolut_zer0
258,The call for makers for Makerfaire Ottawa will be coming soon!! Keep an eye out to find out when we are starting to accept applications.,7/7/2015,MakerFaireOTT
259,RT @flutefreak05: The @GreatLakesBase and @mi501st at @makerfaire at @thehenryford @501stLegion #501stpic.twitter.com/ADokvv42qj,8/2/2015,501stLegion
260,".@ayahbdeir will talk about Learning through Making, Breaking and Inventing at NY @makerfaire  http://makerfaire.com/maker/entry/52301/ …pic.twitter.com/hdUPBjatNH",8/21/2015,littleBits
261,"1st Half of our Google Glasses printed, phone fits perfectly @airwolf3d @jbA_Chichester @Dezeen @3DArtist @makerfaire pic.twitter.com/tWsKJabJKF",8/25/2015,nat_3D
262,One month ’til @MakerFaire New York! #WMF15 http://bit.ly/1NCTzNy pic.twitter.com/dUIOQ2fqjN,8/27/2015,MicrochipMakes
263,A rendering of our 5th Prometheus prototype. The actual one will be at @makerfaire NY at the @Atmel booth.pic.twitter.com/kbMmYMw8bj,8/27/2015,zippyrobotics
264,.@pdx3dplab + @Enablethefuture + @OMSI + @makerfaire +YOU= Changing lives #3dprinting #donatehttp://goo.gl/SYo13e pic.twitter.com/ui1K4kWKM7,8/28/2015,BotBQ
265,Still deciding what to bring to @shapeways booth @makerfaire #eindhoven this weekend #3DPrinting #architecturepic.twitter.com/oUtMNEYmRS,8/28/2015,Ittyblox
266,3D Printed MIDI Interface I made - Velocity Sensitive @josefprusa @AtmelMakes @arduino Leonardo Shield @makerfaire pic.twitter.com/OizBCMIhSe,8/29/2015,AYATOMM_COM
267,"A hand-built #jet powered car at #trondheimmakerfaire, http://makezine.com/2015/08/29/jet-engines-at-trondheim-maker-faire/ …. #jetengine #makerfaire pic.twitter.com/Ds7k1VAqr1",8/29/2015,aallan
268,"What you might see & play @MakerFaire Orlando, Sep 12+13? The world's largest arcade game http://ow.ly/RBSZz pic.twitter.com/7uEsnKkTe9",8/31/2015,make
269,Apply now for @makerfairepgh 2015! http://remakelearning.org/opportunity/2015/08/15/deadline-apply-for-maker-faire-pittsburgh/ … @remakelearning @MakerEdOrg @dalepd @makerfaire @TechShopPGH @PghKids @HackPGH,8/9/2015,JustinAglio
270,Different People .. Different Interests .. The #3dprinted #robot @InMoov is having lots of #fun @EHVMMF @makerfaire pic.twitter.com/oZL4Om9MaH,9/1/2015,InMoov
271,Get ready. We're bringing our biggest project ever to World @MakerFaire: the littleBits Arcade http://littlebits.cc/meet-the-makers-behind-the-biggest-littlebits-project-ever …pic.twitter.com/oEigXyvmAU,9/1/2015,littleBits
272,Our own @PartFusion has been accepted to showcase his #wearables @ NY World #Makerfaire http://makerfaire.com/maker/entry/52019/ … #WMF15pic.twitter.com/9NBVdc0nhP,9/1/2015,TOG_Dublin
273,First Ever Mini @makerfaire in 650 Barnes & Noble stores 11/6-8. Check it out  http://oak.ctx.ly/r/3ovun  @BNBuzz @makepic.twitter.com/N6DaGZIPjM,9/12/2015,Makerspaces_com
274,Makers: DIY-ers with a tech twist. Is that YOU? U could be a presenter at our Mini #MakerFaire in collab w @Make Mag!http://oak.ctx.ly/r/3pco8 ,9/15/2015,BNBuzz
275,Hey @timoreilly - let's get Ahmed - @IStandWithAhmed to @makerfaire NYC next week#IStandWithAhmed,9/16/2015,graubart
276,"@makerfaire, there's a 14 y/o boy in TX who deserves an invitation to NY next week and celebrated for his creativity...#IStandWithAhmed",9/16/2015,librarian_kate
277,@dimatosj @atmel @arduino @zippyrobotics @microduino @qtechknow @bateskecom @keyboardio @makerfaire Here ya go! pic.twitter.com/SzEUoxS6xE,9/17/2015,modulolabs
278,We're excited that #AhmedMohamed has been invited to World @Makerfaire in #NY. #makers #students #IStandWithAhmedpic.twitter.com/M8dCnpOn5Z,9/17/2015,MorphiApp
279,From world record robotic pop-a-shot to functional hands #MakerFaire gets creative tech juices flowing on Main St pic.twitter.com/F45etpRFV0,9/19/2015,louisvillemayor
280,"We’re all excited to go to @makerfaire New York again this year! Please come and say hello! https://twitter.com/makerfaire/status/639186382204727296 …Raspberry Pi added,",9/2/2015,Raspberry_Pi
281,Learn the milestones of @Raspberry_Pi w/ @EbenUpton: 9/26-27 at NY World Maker Faire http://www.makerfaire.com  #WMF15pic.twitter.com/8rw66m8I3D,9/2/2015,makerfaire
282,"11 wild, wacky & awesome art cars at #BurningMan right now. Some were at @makerfaire! http://ow.ly/RI3dp pic.twitter.com/zz6jYk8kEO",9/2/2015,make
283,Make the Impossible in wearable design with @AnoukWipprecht @francisbitonti 9/26-27 @makerfaire #WMF15pic.twitter.com/KazNZrEZra,9/20/2015,make
284,What you missed: Robotic hearts and hacked hamsters in Bristol http://ow.ly/SrZxX  @MakerFaireBRS @MakerFaire pic.twitter.com/nU5oYnSDem,9/20/2015,make
285,Knitting Printer video on awesome big screen inside EMP at #makerfairesea. I had not seen it before. @makerfaire pic.twitter.com/amyC5zPCu8,9/20/2015,dalepd
286,Amazing Makey longboard gift to @Makerfaire from @beardsonboards @makerfairelx #sweetnesspic.twitter.com/ofsIiUa1hf,9/20/2015,sannmer
287,"Arduino, Arduboy and Keyboardio are among the mix of those joining us at @MakerFaire New York in... #WMF15pic.twitter.com/FGDObeVbgQ",9/20/2015,MicrochipMakes
288,"Hey, this might work! Moat Boat Paddle Battle @makerfaire NY @tinkercad @printrbot #3dprinting #steampic.twitter.com/Qggs8EsabA",9/21/2015,DesignMakeTeach
289,"For #MakerMonday: Witness ""The World's First Ever Drone Tooth Pull"" from @LaughingSquid http://bit.ly/1j3GyAn pic.twitter.com/9ERg5fFSkn",9/21/2015,makerfaire
290,World #Makerfaire setup is ON at @nysci! Be there 9/26-27 http://www.makerfaire.com pic.twitter.com/dogwz0KRW3,9/21/2015,makerfaire
291,Celebrate Maker Week 9/21-27! @TheMakersNation shares a list of festivities at http://ow.ly/SuPPM pic.twitter.com/DLZFabMDwi,9/21/2015,makerfaire
292,"Ahmed's Clock Project proves, all Makers have to start somewhere http://bit.ly/1L1dFRK  #IStandWithAhmed #YoungMakerspic.twitter.com/SIWaOqKNSl",9/21/2015,makerfaire
293,The epic week of making is finally here! @MakerCon + @Make Education Forum + @MakerFaire Will you join our adventure? pic.twitter.com/s8iVEbyEOK,9/21/2015,make
294,"In anticipation of @ayahbdeir's #MakerEd talk on 9/26 at @MakerFaire, revisit her classic speech at @TEDTalks #WMF15https://amp.twimg.com/v/63bdd896-6f2c-40ec-a44f-429f50360202 …",9/21/2015,littleBits
295,"World @makerfaire New York is this weekend! Come find us; we’ll have the new touch display, the Sense HAT, and @TheMagP1! Oh, and STICKERS!",9/22/2015,Raspberry_Pi
296,I think our hotel is officially @makerfaire'd ;) pic.twitter.com/wcHRpctSqv – at Sheraton LaGuardia East Hotel,9/22/2015,Experimentboy
297,MT @NationOfMakers: Join us at World #MakerFaire for 2 panels: #CivicMakers 11a Sat & building a diverse #NationOfMakers 4:30p Sun! ,9/22/2015,natlmakerfaire
298,Don't forget to download the new @makerfaire app and plan your trip to #WMF15 this weekend http://makerfaire.com/app/ pic.twitter.com/gmoKjVYEym,9/23/2015,make
299,@MakerFaireNY @nysci The first signs of #MakerFaire This will be the most epic week ever! You can find me @ArduinoOrg pic.twitter.com/JsFlDuhKFj,9/23/2015,TenayaHurst
300,Sherry Huss of @makerfaire talks about makers who go pro: http://bizj.us/1jd8c4   #WMF15 #MakerFaire @bizwomenpic.twitter.com/IM5kRtV7NA,9/23/2015,NYBizJournal
301,On my way to New York for the #MakerFaire & a show at Club Slake @SlakeNYC Saturday the 26th!pic.twitter.com/cWX3q6cI9H,9/23/2015,DJQbert
302,Excited about speaking at #MakerCon tomorrow @nysci http://makercon.com/  Getting ready to geek out! @nycforward  #MakerFaire #makercon,9/23/2015,minervatweet
303,"DIY your own smart #wearables with @adafruit FLORA, visit my book talk at #makerfaire 1pm … http://ift.tt/1WiZ71J pic.twitter.com/8okYLKv8mP",9/23/2015,bekathwia
304,Meet us at Makercon and World Maker Faire 2015! http://bit.ly/1Ouy1Dl  #Makerfaire #Arduino,9/23/2015,arduino
305,The DIY Invention Festival for the whole family - @makerfaire - lands at @nysci this weekend! http://makerfaire.com/ pic.twitter.com/co6pfa4jW3,9/23/2015,PlayFairShows
306,"COUNTDOWN: 3 days to go until World @makerfaire! Robots, fire-breathing sculptures & more are waiting for you! #WMF15pic.twitter.com/QjwUNhxXnG",9/23/2015,make
307,Excited to kick off World #MakerFaire Sat: #CivicMakers panel w @WhiteHouse @VAInnovation @dhsscitech @natlmakerfairehttp://makerfaire.com/maker/entry/52929/ …,9/23/2015,NationOfMakers
308,"Stop by @makerfaire this wknd to see the 7ft tall, LIFESIZE, #VEXIQ Qonnect 4, built by one of our fans @hassenplug!pic.twitter.com/H7bx5YCkFB",9/24/2015,VEXRobotics
309,World #Makerfaire inventor spotlight: Adrian Landon was inspired by Legos http://ow.ly/SCQkS  #WMF15 @metronewyorkpic.twitter.com/JEcKyDM71j,9/24/2015,makerfaire
310,"Taking a break & #foolingaround. No, it's not #ufc but the #Drone cage @makerfaire! pic.twitter.com/ZcozzcZSkH",9/24/2015,MakerShed
311,Let me know if you're going to be at World Maker Faire in NY this weekend! I'll be there... #WorldMakerFaire #MakerFaire,9/24/2015,Barnacules
312,Robot remote control from last year #MakerFaire ... compared to this year. pic.twitter.com/98sle7ROq6,9/24/2015,rwinscot
313,"In honor of @makerfaire, check out #AMmember @penn_state's #3Dprinting Make Space & their Hackathon event (@HACKPSU): http://bit.ly/1j7Qj0o ",9/24/2015,AmericaMakes
314,"NYC @makerfaire on Sunday? Join me, @tigoe @Atmel 's Bob Martin (still no tweet), where we talk @arduino and education!!",9/24/2015,Qtechknow
315,Super excited for @makerfaire NY with @Atmel this weekend! Take your thermal printed #BWselfie at our booth!,9/24/2015,Qtechknow
316,"Sept 26 & 27 @DJQbert @DJROBSWIFT @NoisiCerP, Dwells & Jazzy Jay @intel Booth @makerfaire NYC http://conta.cc/1KVDIYt pic.twitter.com/0xezdW4dUo",9/25/2015,ToolsofWarJams
317,"""You don't want to assess people on how intelligent they are, but on how are they intelligent."" -Gene Sherman #makeEDU #MakerFaire",9/25/2015,melissaged
318,Sept 27 @DJQbert Dwells & Jazzy Jay @intel Booth @makerfaire @ New York Hall of Science NYC http://conta.cc/1KVDIYt pic.twitter.com/98G0oNEEqh,9/26/2015,ToolsofWarJams
319,makerfaire is *so* important for young kids & old ones like me. there are definitely fewer women than men in those booths but they're badass,9/26/2015,jennschiffer
320,Stop throwing away those cardboard boxes... you could be building a dinosaur! @makerfaire pic.twitter.com/YkAodAE4QV,9/26/2015,bryangalactic
321,"National #makerfaire coproducers @dmjonesdavis & @mmlee w @danitpeleg3d designer, 1st #3Dprinted #fashion collection!pic.twitter.com/19d39OHk4l",9/26/2015,natlmakerfaire
322,Tune into our live stream via @periscopeco today at 4:30pm EST for a look at all the innovation from #MakerFaire pic.twitter.com/a7YKR0pZEo,9/26/2015,intel
323,Looks like PancakeBot is breaking out some new designs at #MakerFaire. Turtle cakes! #WMF15pic.twitter.com/1fHikHNQau,9/26/2015,PopSci
324,Head over to the maker shed @ #makerfaire to pick up your @Raspberry_Pipic.twitter.com/jyzTFVzDJ9,9/26/2015,philipcolligan
325,We're playing at #MakerFaire in NYC! pic.twitter.com/OVSn9v1ZLf,9/26/2015,Nickelodeon
326,I'm speaking at 1pm at the DIY stage #wmf15 #makerfaire about @adafruit FLORApic.twitter.com/kaRCGXhY0z,9/26/2015,bekathwia
327,"Head to @MakerShed in Zone 3 for awesome projects & kits, including this mountain of @Raspberry_Pi #WMF15pic.twitter.com/ovqv32mTOi",9/26/2015,makerfaire
328,PlasmaBot: World’s coolest Marionette at World @MakerFaire http://ow.ly/SHnx1  See it in the Dark Room #WMF15pic.twitter.com/HDAvHEPZLk,9/26/2015,make
329,Talkin' shop with R2 with the #littleBits Synth Kit. Because #MakerFaire. @make @starwars https://vine.co/v/exg22BFvTDd ,9/26/2015,littleBits
330,Mechanical Horse at #MakerFaire.  Makers are capable of amazing things. Let's encourage making.  #WMF15 #makeredpic.twitter.com/DMTKZDQWnE,9/26/2015,Makerspaces_com
331,"Yup, instruments do play themselves #WMF15 #MakerFaire https://vine.co/v/exg0uAHrp37 ",9/26/2015,make
332,Off to see some SCIENCE and CRAZY INVENTIONS at the New York #MakerFaire! Science: it's the best breakfast. (??????),9/26/2015,maureenjohnson
333,Step1: i-Mimic built a motion capture glove. Step 2: Build a full suit. Step 3: Control giant robots! #makerfaire. pic.twitter.com/xyVyIe1v1m,9/26/2015,PopSci
334,We hacked #minecraft to turn our cloudBit into IRL Redstone. Visit our #MakerFaire booth to tests it out! #littleBitspic.twitter.com/GCDdJ08b0G,9/26/2015,littleBits
335,We're at #makerfaire! Fire breathing robots and space rockets come as standard #raspberrypipic.twitter.com/u1racBSbNt,9/26/2015,TheMagPi
336,It's a beautiful day for #MakerFaire! pic.twitter.com/cnVoqIcvy8,9/26/2015,PopSci
337,Send your message and color to @zymbit. #MakerFaire @Raspberry_Pi @adafruit poweredpic.twitter.com/VI6n8s9P1B,9/26/2015,zymbit
338,Last minute adjustments for #MakerFaire pic.twitter.com/JyDYXYOtaR,9/26/2015,MattRichardson
339,Team @Raspberry_Pi at #MakerFaire - come and meet us at the maker pavilion in zone 3 pic.twitter.com/ErzMXp7mCQ,9/26/2015,philipcolligan
340,"Crawl inside #makerbear, a cardboard construction bu Bart Ting from Singapore. #WMF15 #makerfaire pic.twitter.com/yWbiwqjG9M",9/26/2015,dalepd
