,Tweets,Time,Username
179,"Post MakerFaire #BringAHack dinner!  8pm-12am Sunday May 18, BJ’s Restaurant and Brewhouse, Foster City! Spread the word and BRING A HACK!",5/9/2014,laen
180,"Going to @MakerFaire? Dont miss @AnoukWipprecht, Queen of FashionTech, Saturday on the Main Stage at 11:30-12:00pic.twitter.com/Y9mq8qgs6L",5/9/2014,mpinner
181,@makerfaire talk this Saturday MAIN STAGE 11.30 don't miss! @autodesk @sparkfun @TXInstruments http://makerfaire.com/makers/robotic-fashion-and-intimate-interfaces/ …pic.twitter.com/tcHrZkFAjz,5/9/2014,AnoukWipprecht
182,That's one sexy #3dprinted beast!  The 3d printed vehicle is ready for Bay Area #Makerfaire! pic.twitter.com/pSBDIUoWXB,5/9/2014,DistractedArchi
183,"If you missed @doctorow 's talk at #MakerFaireUK a DIY recording is online now -  thought provoking stuff, as always!http://wlvdigital.wordpress.com/2014/05/09/maker-faire-2014-cory-doctorow-trashes-drm-as-the-death-of-maker-culture-and-open-source/ …",5/9/2014,makerfaire_uk
184,"great discussion of #Maker movement, DIY, tech utopia/dystopia:  @timoreilly & @itsDanielSuarez at #MakerFaire 2014 https://www.youtube.com/watch?v=TP8YygfUrGU …",6/10/2014,tmccormick
185,My students are so excited! @makerfaire Classroom! @dalepd #MPW2014 @Atmel @Sander1Arts @arduino ALL @TheTechMuseumpic.twitter.com/eNCSWmZOPI,6/13/2014,TenayaHurst
186,5 Questions on 'Making' and the White House Maker Faire : http://wh.gov/lHnYR  @WhiteHouse @makerfaire @dalepd #nationofmakers,6/14/2014,makerfaire
187,Host a DayofMaking event 6/18! Seeking fieldreports fm ALL STATES as part of White House #MakerFaire #NationOfMakerspic.twitter.com/s1JQlP3FTr,6/14/2014,mmlee
188,"Great graphic, made at DC Mini Maker Faire, for leading up to White House #makerfaire.  #nationofmakerspic.twitter.com/wLyVW6oWFU",6/15/2014,dalepd
189,How do you make? #nationofmakers #make #makerfaire @firstbuild @localmotorspic.twitter.com/s1sO1UZ5ml,6/16/2014,BeckmannMary
190,It's here! National Day of Making! @WhiteHouse #MakerFaire ! @bjepson @TechShopDC @as220labs et al #NationOfMakerspic.twitter.com/Yd405m24b0,6/17/2014,mmlee
191,"“I, BARACK OBAMA, President of the United States ... proclaim June 18 as National Day of Making.” http://wh.gov/lHSxW   #NationOfMakers",6/17/2014,makerfaire
192,"First @WhiteHouse @makerfaire showcased innovation at work, & red noses @egradman @TheScienceGuy #NationOfMakerspic.twitter.com/T63f9l7Vuh",6/18/2014,TwoBitCircus
193,@amptMN what an amazing 6year old maker at the #MakerFaire.Your daughter was in the #whitehouse & this memory is why she will be a leader,6/18/2014,iamwill
194,Disney supports young dreamers & doers at @WhiteHouse's first @MakerFaire: http://bit.ly/1yjL2WS   #NationOfMakerspic.twitter.com/IrJVq2LVwW,6/18/2014,WaltDisneyCo
195,"Presidential chocolates! #NationOfMakers @WhiteHouse @makerfaire. Oh, and a beautiful proclamation too! pic.twitter.com/pIVb59uQKn",6/18/2014,kippworks
196,What will you make? National Day of Making is in full swing @WhiteHouse @MakerFaire. Watch live here: http://WhiteHouse.gov/Maker-Faire  #nationofmakers,6/18/2014,intel
197,The first- ever White House Maker Faire is streaming live!  http://ow.ly/yadj2  #NationOfMakers,6/18/2014,makerfaire
198,"We're at today's @WhiteHouse #MakerFaire to celebrate a #NationOfMakers. Just what is ""making"" & other Q's answered:http://1.usa.gov/1oFy57E ",6/18/2014,NASA
199,Happy #DayOfMaking from America Makes! http://bit.ly/1lyOtEO cc @WhiteHouse @makerfaire @BarackObama #NationOfMakers @Joey_Hudy @make,6/18/2014,AmericaMakes
200,Check out the @_MadeInSpace booth at the @WhiteHouse #MakerFaire. Lots of 3d printed space stuff! #NationOfMakerspic.twitter.com/Lj9oPsvYg9,6/18/2014,ImJasonDunn
201,At the @WhiteHouse #MakerFaire! Official launch of http://3Dprint.nih.gov  #NationOfMakerspic.twitter.com/8dZh7q1q6w,6/18/2014,NIH3Dprint
202,Big news: @SolarRoadways invited to 1st #MakerFaire at the #WhiteHouse! On R way there now!pic.twitter.com/s7sHtUeUFr,6/18/2014,SolarRoadways
203,#NY had 2 #makermayors at @WhiteHouse's #MakerFaire yesterday: #Rochester's @LovelyAWarren & #Ithaca's @SvanteMyrick:http://on.rocne.ws/1icK4XM ,6/19/2014,SenGillibrand
204,@BarackObama and that giraffe #MakerFaire @WhiteHouse. #NationOfMakers #instagram @NASA @Atmelpic.twitter.com/VTVGkEOC0v,6/19/2014,HackadayPrize
205,"6 wonders of @BarackObama's #MakerFaire tour include @Cosmonautin's Soofa, Neil Gershenfeld's FabLab http://ow.ly/ydByd  #NationOfMakers",6/19/2014,medialab
206,"""Maker Ed Goes to Washington"": read abt @MakerEdOrg's experience @WhiteHouse @makerfaire! It's been quite the week. http://bit.ly/Tfho4q ",6/20/2014,MakerEdOrg
207,RockScissorsPaper Sérigraphie has a great cut-n-fold your own #MakerFaire robot project. Get one! #MFP14pic.twitter.com/e9Y0iQbGY7,6/22/2014,JimStLeger
208,WATCH ME 3D PRINT NICOLAS CAGE'S FACE ONTO MY FACE #MakerFaire,6/23/2014,timescanner
209,New blog post on http://qtechknow.com/blog  with @iamwill @Atmel @Sander1Arts @Joey_Hudy @ystrickler at the @WhiteHouse @makerfaire!,6/23/2014,Qtechknow
210,We got to meet @SherryHuss and we discussed bringing @InMoov #robot to the #MakerFaire in New York   yay :) #MFP14pic.twitter.com/ns5nkMItll,6/23/2014,InMoov
211,How the founder of @bholddesign 3D printed her way to the White House: http://on.elle.com/1wyXL6b  cc @makerfaire pic.twitter.com/tEBair6xTP,6/25/2014,ELLEmagazine
212,Time to Start Making: Free Design Programs for 3D Printers #edchat #edtech #makerfaire http://ow.ly/yv2tM pic.twitter.com/Inq1XDLSUc,6/26/2014,MindShiftKQED
213,Makeys flanking the stage for tonight's Maker Mixer at Kansas City #makerfaire at Union Station. http://instagram.com/p/pxK_WehNTg/ ,6/27/2014,dalepd
214,"Learn about the latest dev in Arduino open-source MCU from Massimo Banzi, co-founder of #Arduino http://bit.ly/Ub82Ie  #Makerfaire @Atmel",6/4/2014,ArmEmbedded
215,Met @FuseboxTeam at @makerfaire. Check out their mobile #makerspace initiative for low-income students at @indiegogo: http://bit.ly/1p3XI1i ,6/6/2014,donttrythis
216,Makerfaire was awesome because: @heli_tomato @sleslie @dethe @rtanglao @maryakem + chance to finally meet @mjingle & @tamahoc Now for sleep,6/8/2014,sunnydeveloper
217,Win a trip to MakerFaire. Join the Internet of the Backyard challenge here!  http://ow.ly/yB0uK   @TXInstrumentspic.twitter.com/DSt2wGKdWI,7/1/2014,element14_Avnet
218,So fresh #3Dprinting #SLA @formlabs @_stooki_ @makerfaire pic.twitter.com/01eunKq8cW,7/15/2014,2052SN
219,In about 90 minutes I'll be live with #Mixology on #EFN .. tune in and jam @ http://everfree.net . Still @ the makerfaire at the moment :),7/19/2014,zebadrabbit
220,"After @makerfaire @WhiteHouse, it was fun to watch @localmotors #RallyFighterT4 in @transformers Age of Extinction.pic.twitter.com/kA4M6ibZ5r",7/22/2014,Omar_Soubra
221,"Heading to @makerfaire Detroit this weekend? Don't miss @thehenryford's special celebration of Moog: ""Close Encounters of the Synth Kind""!",7/26/2014,moogmusicinc
222,Happy CV Sunday. RT @makerfaire: Herb Deutsch & the 1st Moog at #MakerFaireDetroit: http://wp.me/p22K2I-1LJX  http://ow.ly/zD4Yx ,7/27/2014,moogmusicinc
223,.@makerfaire at @thehenryford attracts hundreds of inventors...and RoboCrop http://on.freep.com/1ki5XWI pic.twitter.com/cHcbaH2eKN,7/27/2014,freep
224,"At at 16-feet tall, the world's largest 3D printer appears at @MakerFaire Detroit: http://bit.ly/1o7DygE  (via @MAKE)pic.twitter.com/57cWKugyjI",7/28/2014,MicrochipMakes
225,The @MakerFaire_TO Call for Makers is now open! Submit your project today and be part of this year's faire!  http://makerfairetoronto.com/makers/submit/ ,7/29/2014,MakerFestivalTO
226,"HUGE thanks to @makerfaire and @thehenryford for hosting Maker Faire Detroit this weekend! We had a blast, can't wait until next year!",7/29/2014,PPPRS
227,Maker Faire Ottawa posted the list of makers. Check out all the  projects  See ya there! @MakerFaireOTT http://www.makerfaireottawa.com/makers-3/  #makerfaire,7/30/2014,RobotGrrl
228,Awesome unveiling of the @HackPGH racer for this years @PPPRS races at #MakerFaire Detroit. https://www.youtube.com/watch?v=ZpO8hksG4x8 …,7/30/2014,MattStultz
229,Big local #maker news: GE's @FirstBuild signs on as our Craftsman (title) Sponsor! http://wp.me/p3rs93-dU   #makerfaire #louisville,7/31/2014,MakerFaireLou
230,Join the @makerfaire team on 7/10 in NYC as we prep for World Maker Faire New York. Town Hall @Kickstarter offices https://www.eventbrite.com/e/world-maker-faire-new-york-town-hall-tickets-12177528315?ref=estw …,7/4/2014,SherryHuss
231,Maker Faire Hannover opens today.  #makerfaire @ Hannover Congress Centrum | HCC http://instagram.com/p/qD9vyIBNaF/ ,7/5/2014,dalepd
232,The founder of @make & creator of @makerfaire @dalepd came to visit #diewerke today. @MakerFaireHann #MakerFaireHann http://instagram.com/p/qG8FSKhNZV/ ,7/6/2014,EDELSTALL
233,Makerspaces: A Look at the #MakerMovement #NationOfMakers http://www.custommade.com/blog/makerspaces/ … via @CustomMade #makers #YOTM #makerfaire,8/11/2014,makerfaire
234,MT @makerfairesyd: The Sydney Mini #MakerFaire returns to @phmuseum this weekend as part of #syddes. http://wp.me/p3UtiA-tp   #MMFSYD,8/13/2014,makerfaire
235,"Delighted that I will be giving a talk at NY @makerfaire with Woodie Flowers! Come hear us discuss learning, making, and education!",8/13/2014,amptMN
236,Maker Creative Presents #SkittleBotReady for @MakerFaireOTT this weekend!@make @makerfaire @shapeoko @Inventables http://youtu.be/ocXbysfP8HY ,8/14/2014,Maker_Creative
237,Hyped to confirm we’ll be partnering w/ @Makerfaire_Van and @VPL to launch the Vancouver Hive Learning Network this autumn! #hivebuzz @dethe,8/15/2014,codekat
238,I just got accepted as speaker for the @makerfaire in NYC :),8/17/2014,ykro
239,"3D print a part of Benjamin Franklin, mail it, and it then go see the assembled bust at World @makerfaire New York! http://bit.ly/1v9aOdq ",8/18/2014,make
240,"If you're in the Bay Area, check out the hour-long special about @makerfaire tomorrow on @kron4news tomorrow at 9pm: http://bit.ly/1tm5XGo ",8/21/2014,make
241,Soon!! #Spain2014 #leonesp @makerfaire @LeonMakerFaire #MMFLeon 2014pic.twitter.com/Wg94QdSZUU,8/21/2014,LeonMakerFaire
242,The Ghost Busters at our solar charger at @MakerFaireDover #makerfaire #ghostbuster #solarpic.twitter.com/WZkC7xbos4,8/23/2014,LowellMakes
243,RT @ErinEGoodnight: This is the droid l was looking for. #makerfaire #CMNHmakers #starwars @501NEG @MakerFaireDoverpic.twitter.com/hGLfb9mfc5,8/24/2014,501stLegion
244,26 DAYS ’til @MakerFaire...Who’s ‘pinterested' in some selfies with AVR Man?! pic.twitter.com/ETRP5lQA2s,8/24/2014,TheAVRMan
245,@akaziuna @bjepson ha!  We are also printing armies of those.  I guess everyone at makerfaire will have one. pic.twitter.com/6h5xTBiqt4,8/28/2014,PrintedSolid
246,Want to know more about 2014 #RhodeIsland Mini #MakerFaire? Info sesh at #AS220 9/3 at 6pm! @makepic.twitter.com/kgHHvNib9g,8/28/2014,AS220
247,"Trondheim, a place I like to call home: http://bit.ly/1iwt26W  #Trondheim #MakerFaire (cc: @TrondheimMakers)pic.twitter.com/J00p8iJKCk",8/28/2014,TheAVRMan
248,@bluegiga New BLE-Shield v3.0.0 lineup with BLE113 and BLE121LR. The new MiKro BLuE using BLE112. The will debut at MakerFaire Rome.,8/31/2014,dr_m_kroll
249,Did you see them @makerfaire? Catch @arcattack + @AnoukWipprecht today @ #makercamp http://goo.gl/WJebCQ  In 30 mins!,8/7/2014,make
250,"The intensity of pre-Maker Faire madness. Designing, printing, rewiring, and more, until @MakerFaireOTT! #makerfaire pic.twitter.com/N0MjP4Cexy",8/7/2014,RobotGrrl
251,ELECTRIFYING FASHION (ArcAttack x Anouk Wipprecht) http://youtu.be/dH2GgYSwN1A?list=UU-udDezXQz8BlkaBRR9Iypw … video shot by @DapperDodge during @makerfaire @autodesk,8/8/2014,AnoukWipprecht
252,Calling all makers! Exhibit at MIT's first-ever #MakerFaire on Oct 4. http://makerfaire.mit.edu pic.twitter.com/336wZWRGkD,9/10/2014,MIT
253,@make 41 is out! Woooohooooooo!Thank you MAKE team! See you at @makerfaire in NYC next weekhttp://makezine.com/volume/make-41-tinkering-toys/ …pic.twitter.com/BHEwrYfNoQ,9/11/2014,Omar_Soubra
254,Slice passes 200% funding + £180k! Next weekend Mo will be showing off the prototypes in New York @ Maker Faire. @makerfaire @Raspberry_Pi,9/12/2014,5ninjas
255,#3DPrinting Village @makerfaire NYC Will Be Populated by @OfficialMakies http://bit.ly/1pd3gRR  via @3dprintindustrypic.twitter.com/mZ8geTRUgx,9/12/2014,3dprintindustry
256,"Big news, 20% of the states in the US have a Maker Faire going on this weekend. How cool is that? http://makerfaire.com/map/    @makerfaire #make",9/13/2014,SherryHuss
257,"Yes, the rumours are true, @altium will be showing off their new maker PCB package at the World @makerfaire this weekend.",9/14/2014,eevblog
258,Homemade quadcopters with hoops and motors at Portland Makerfaire! @ Oregon Museum of Science and… http://instagram.com/p/s8cdjaj2av/ ,9/14/2014,shanselman
259,see @Toyota U2 urban utility vehicle for life on-the-go @makerfaire #NYC next weekend http://www.designboom.com/technology/toyota-urban-utility-u2-maker-faire-09-10-2014/ …pic.twitter.com/1AEWGOhh0A,9/14/2014,designboom
260,Science! @makerfaire in #SilverSpring @NASAWebbTelescp #jwstpic.twitter.com/waHetSian4,9/14/2014,NASAGoddard
261,Remote control for #robots - come learn how at the @LetsMakeRobots booth at @makerfaire this weekend! pic.twitter.com/5MXZh5zNNT,9/15/2014,rwinscot
262,Can't wait to meet you at Maker Faire Rome next month! @MakerFaireRome #MakerFaire http://www.seeedstudio.com/blog/2014/09/15/maker-faire-rome-make-it-happen-mfr14/ …pic.twitter.com/6OJJyDY4gv,9/15/2014,seeedstudio
263,We're giving away one AMAZING VIP package for this weekend's @makerfaire—including 4 day passes + swag. RT to join us there!,9/16/2014,Uber_NYC
264,Learn how to control an ARDrone quadcopter with #Simulink #MakerFaire http://buff.ly/1nY20Tg pic.twitter.com/I3kAMo6DRc,9/16/2014,MATLAB
265,World Maker Faire New York 2014 Starts Saturday! @makerfaire #makerfaire http://adafru.it/b130122 ,9/16/2014,adafruit
266,I'm off to world @makerfaire in New York with @clivebeale and @pimoroni this week - who else is going? :),9/16/2014,RachelRayns
267,We have a new #website! Check it out http://innovativelearningcentre.ca  #maker not quite #makerfaire #edtech #designthinking #design #UBC #learning,9/17/2014,UBCOILC
268,"Coincidence, @Arduino? Seems like an appropriate lunch en route to @MakerFaire! #MakerWeekpic.twitter.com/xvsL0TOGfJ",9/17/2014,TheAVRMan
269,NASA Announces a New Challenge at World Maker Faire Sat at 1:30pm at @NYSCI Auditorium  | #NASA http://ow.ly/BC3FY  #WMF14,9/17/2014,makerfaire
270,There will be 89 Kickstarter projects at @makerfaire in NYC this weekend! Come see them all IRL: https://www.kickstarter.com/events/makerfaire-newyork …,9/17/2014,kickstarter
271,"There will be 89 @kickstarter projects at @makerfaire this weekend, and >10% of exhibitors have run one. #makerconpic.twitter.com/4F45qMAPk9",9/17/2014,aallan
272,Go pro with #Edison this weekend at #MakerFaire NYC: http://intel.ly/1yjYEUx   Stay tuned for coverage!pic.twitter.com/IQMx5N5L9R,9/19/2014,intel
273,"Pune based @revealinghour are demoing their cool Open Source Bluetooth LE board @tah_io at #makerfaire. If you're in NYC, check them out!",9/19/2014,ghoseb
274,"#SoftwareFreedomDay is coming! Celebrate with @EFF, @Wikimedia, & @PublicLab at World @MakerFaire NY on Saturday. https://eff.org/r.i31f ",9/19/2014,EFF
275,Join us at #MakerFaire this weekend and learn about our Disney’s Big Hero 6 – XPRIZE Challenge! (Disney Booth #340) #BH6Challenge,9/19/2014,xprize
276,I'll be speaking about drones at Maker Faire NY tomorrow 9/20 at 2:30. #MakerFaireNY @makerfaire,9/19/2014,dronelaws
277,Setting up the @kickstarter pavilion at the #makerfaire pic.twitter.com/1lxG0WlPAx,9/19/2014,julioterra
278,"When in NYC this month (like, for World #MakerFaire NY!), visit @MADMuseum to see 'NYC Makers' http://wp.me/p22K2I-1R04 pic.twitter.com/SLEcGPTFGy",9/2/2014,nicknormal
279,"As we look back at #MakerFaireTrondheim, we can’t help but to get excited for @MakerFaire NY! http://bit.ly/1qx2xi7 pic.twitter.com/mlltRBvcsD",9/2/2014,MicrochipMakes
280,"Biggest takeaway from @makerfaire: hardware engineers are getting on the ""JavaScript for hardware"" bandwagon (in strange ways)Cc @buritica",9/20/2014,rwaldron
281,Here is the @BarrelOfMakers Giant Lite Brite at #makerfaire. I helped build this thing! pic.twitter.com/rvt3rnQAy7,9/20/2014,ponyshow
282,Thanks for the amazing day everyone. We hope you are feeling inspired. The show is now closed,9/20/2014,makerfaire
283,@makerfaire Live panel presentation is happening now!  @atmel @arduino @Qtechknow @littlebitspic.twitter.com/zZAOeg5pnI,9/20/2014,DonnaMCastillo
284,I'm ordering this necklace! Precious metals on display at the shapeways stand @shapeways @makerfaire #nyscipic.twitter.com/wqoxT8JFI6,9/20/2014,gracergould
285,#Makerfaire scratch pic.twitter.com/KFAD3NWfi8,9/20/2014,RachelRayns
286,"@gillyarcht: Storm. Reclaimed plastic, enviro-sculpt of George Sabra #makerfaire pic.twitter.com/zxQtn7qXBc",9/20/2014,gillyarcht
287,A long long line to enter Auditorium now at MakerFaire NYC. Next speaker? @mbanzipic.twitter.com/gUKOc0FuPb,9/20/2014,RiccardoLuna
288,Can’t be w/ us at @MakerFaire NY? Get in on the fun w/ our Makers VS Breakers Quiz: http://bit.ly/LGmakers  #LGMakerspic.twitter.com/zeAqJv6lF0,9/20/2014,LGUS
289,I'm pretty sure this is ordered based on importance... #Makerfaire pic.twitter.com/kWdeBYUgQQ,9/20/2014,Raspberry_Pi
290,Eye spy with my little ●—● … Baymax at @makerfaire #MeetBaymax #WMF14pic.twitter.com/toNBCNTSsX,9/20/2014,DisneyAnimation
291,"FREE SWAG - come find us in Zone 3, in the electronics tent at #Makerfaire NYC! pic.twitter.com/Du4O5jEUWR",9/20/2014,Raspberry_Pi
292,"Don't forget to come see us at MFNY today! We're hanging out in the @Atmel booth, teaching soldering! #MakerFaire",9/20/2014,sparkfun
293,Our #makerfaire stand is buzzing! Come see us to play games or collect free SWAG! pic.twitter.com/6R0lCbI168,9/20/2014,Raspberry_Pi
294,The ROBLOX booth at World @makerfaire in NYC is bustling. If you're in the area come say hi! pic.twitter.com/NTvOEZb55c,9/20/2014,Roblox
295,Come visit the 2600 van at @makerfaire in Queens! Lots of cool people and fun activities here. #WMF14,9/20/2014,2600
296,Learn how to hack a webpage using @webmaker! workshop beings at 12:30 #makerfaire #hivebuzzpic.twitter.com/3IIrKTuX5i,9/20/2014,HiveLearningNYC
297,"Our mini-ITX HTPC features HD audio, discrete graphics, and a sleek look! #PCDIY #MakerFaire pic.twitter.com/4UDvYMQbXt",9/20/2014,ASUSUSA
298,That's a big Baymax #bighero6 #disney #makerfaire #myworldscollidepic.twitter.com/SoF7NyzTG0,9/20/2014,johnedgarpark
299,"From @Arduino and @SparkFun to @littlebits and @Qtechknow, there's plenty to meet, mingle and make at our @MakerFaire booth! #AtmelMakes",9/20/2014,MicrochipMakes
300,Raspberry Pi stall with @pimoroni and @5ninjas' Slice are #makerfaire neighbours! Come find us :) pic.twitter.com/gIl4jdncsp,9/20/2014,Raspberry_Pi
301,All laced up and ready to go!  Come to the @Atmel booth @makerfaire - check out my new Dev board & projects! pic.twitter.com/zXtZVXclZZ,9/20/2014,Qtechknow
302,The showgrounds are buzzing.  We can't wait to see you in less than 2 hrs now @NYSCI #WMF14,9/20/2014,makerfaire
303,.@clivebeale & I are talking @Raspberry_Pi & Digital Creativity at @makerfaire #makerfaire http://makerfaire.com/makers/raspberry-pi-digital-creativity/ …pic.twitter.com/gUMlXUYwjZ,9/20/2014,RachelRayns
304,Take a walk on the #maker side. 1000 exhibits at #MakerFaire NYC - http://maker.intel.com https://vine.co/v/O7hDer77IZ3 ,9/21/2014,intel
305,"""SpeckLED"" by Justin Weiner. Gorgeous after-dark scene at #makerfaire https://vine.co/v/O7bTamHtgxM ",9/21/2014,msenese
306,"Lovely maker faire. Thank you @makerfaire team for the hard work, and thank you makers for the hefty dose of inspiration.",9/21/2014,amptMN
307,What an amazing weekend everyone. Thank you so much for coming out this weekend and making with your friends and families.  #WMF14,9/21/2014,makerfaire
308,Best in class and editor'a choice! #makerfaire pic.twitter.com/ixBScS7tIh,9/21/2014,markkleeb
309,From prototype to pro with Intel #Edison. Genius. http://maker.intel.com  #MakerFaire NYC pic.twitter.com/ZCsTxVxksC,9/21/2014,intel
310,Setting up the Slice stand Day 2 in NYC… we got Maker Faire Editor's choice! @Raspberry_Pi @makerfaire @makepic.twitter.com/Z9WPeQNBuy,9/21/2014,5ninjas
311,Good day at #makerfaire with @cemetech - swag from @hackaday and @sparkdevices + an Editor's Choice award!pic.twitter.com/WmlYGP7ORi,9/21/2014,elfprince13
312,Bo takes home the editor's choice prize! @makerfaire #makerpic.twitter.com/g089R0ynak,9/21/2014,WonderWorkshop
313,So adorable! Tiny Baymax printed by @3dsystemscorp at #MakerFaire. Don't forget to visit today! #BH6Challengepic.twitter.com/xUUic45KR7,9/21/2014,xprize
314,Look what we found at #makerfaire. It won three Editor Awards! @burnkit2600 circuit bending music w/ #speakandspellpic.twitter.com/Z7340XBW1c,9/21/2014,TXInstruments
315,Take #Edison for a spin at #MakerFaire NYC. https://vine.co/v/O7KF9LDzenv ,9/21/2014,intel
316,Maker Faire reflects the life's work of Red Burns and NYU ITP's faculty and students. @tigoe #makerfaire,9/21/2014,dalepd
317,Trying to understand a voiceless @Barnacules at #makerfaire pic.twitter.com/zrVI6vwwDT,9/21/2014,jimmyglaspy
318,Amazing! Just got our 2nd @make editor's choice from Bill Olson! Thanks @makerfaire! #3dprinting #makerfaire pic.twitter.com/RZOYFU26Cw,9/21/2014,3DHubs
319,"A gift booklet of upcycling projects from Brooklyn's Lane and Chad Lane, daughter-father project. #makerfaire pic.twitter.com/PwX5nVwodi",9/21/2014,dalepd
320,3D printer is en route to ISS! What would you make? 3D printing in ZeroG's Niki Werkheiser 12:30ET on Make Live Stage @makerfaire @Jovei111,9/21/2014,NASAPrize
321,Simon says come meet the Arduino module at the Atmel booth! #MakerFaire #littleBits #simonsays https://vine.co/v/O7mU3JIMmI3 ,9/21/2014,littleBits
322,A major award! Our @NASA booth got a best in class nod from @makerfaire! Come see us! pic.twitter.com/wdrAlKjuRG,9/21/2014,NASAPrize
323,"Awesome beginning of day 2 @makerfaire, receiving ""editor's choice"" from @make @calebkraft! Thanks!pic.twitter.com/Bn5GMzA2F0",9/21/2014,3DHubs
324,World Maker Faire day two! The Faire has rockets. But we have Loleris and Daxter33... Come visit! #ROBLOX #makerfaire pic.twitter.com/BOJWfH0tkW,9/21/2014,justusbrad
325,World Maker Faire 2014: Day 1 in Pictures: http://wp.me/p22K2I-1S5D  via @make #makers #WMF14,9/21/2014,makerfaire
326,Hang in there. #MakerFaire #Ultimaker /cc @akaziunapic.twitter.com/49FbJhucFt,9/21/2014,bjepson
327,Our favourite photo from #Makerfaire yesterday. Looking forward to another awesome day! pic.twitter.com/lXHJYTNq6k,9/21/2014,Raspberry_Pi
328,"This is probably my favorite photo from @ROBLOX’s booth at @makerfaire. Dat face, @Defaultio http://instagram.com/p/tQXLRGK9QD ",9/22/2014,MrJackCat
329,The commander of @MOB_BCN Laura @MarquesaF @StartupGrindBCN #SGBCN #makers #makerfaire pic.twitter.com/Akxdk85TtC,9/22/2014,ScottJMackin
330,What would @makerfaire be without @Atmel and @arduino? What a great weekend! #WMF2014pic.twitter.com/MV494SOg9x,9/22/2014,ElectronicDesgn
331,"I finally got to scan ""The Man""! Thanks 4 the best @makerfaire ever! @dalepd @ConeyLighthouse #3DPrinting #3dscanningpic.twitter.com/PZQq3BvP7D",9/22/2014,fredini
332,Thanks @MakerCon @makerfaire for some wonderful days! We'll meet again! ;) #3dprinting @make #makerfaire pic.twitter.com/4Penx2UOsb,9/22/2014,3DHubs
333,"The day after #MakerFaire offers some interesting breakfast choices, thanks to @EMSL's EggBot.pic.twitter.com/zAJxMPYBaU",9/22/2014,ignoblegnome
334,Dremel Making 3D Printers? http://www.purchaseprinter.com/printing-products/3d-printers/dremels-3d-idea-builder-3d-printer/ … @dremel #3DPrinter #wowow #SwaggerCheck #engineering #diy #makerspace #makerfaire #3Dprint,9/23/2014,ryanslab
335,Welcome to @RiccardoLuna new @digitalchampion for Italy.  Great supporter of OpenInnovation / @makerfaire & Editor @ La Repubblica,9/23/2014,babgi
336,"So what’d you do this weekend? Here’s what I did: http://bit.ly/1riKbSd  Thanks @MakerFaire, @Arduino and 85K+ Makers for a great time!",9/23/2014,TheAVRMan
337,"undoubtedly @fabtotum was the coolest 3d printer at @makerfaire #WMF14 , pity it was in a microscopic corner :)",9/23/2014,mbanzi
338,The MakerFaire is now fully wrapped up here in NYC. We're now seeing a lot of new USA pledgers as we approach £210k! https://www.kickstarter.com/projects/fiveninjas/slice-a-media-player-and-more …,9/23/2014,5ninjas
339,There were some creative #DIY'ers at this year's #MakerFaire NY: http://popme.ch/6011ofuU pic.twitter.com/U2J3X2avNS,9/24/2014,PopMech
340,It smells like an octopus http://oshwdem.org/  #OSHWDem14 #3dprinting #Arduino #drones #electronics #robotics #makerfaire #openhardware,9/24/2014,Ginetto
341,Yum! #3Drag 3D printed chocolate at @makerfaire #WMF2014pic.twitter.com/zOpaURRXAs,9/24/2014,ElectronicDesgn
342,Bits to Atoms: World Maker Faire 2014 Recap via @testedcom  http://ow.ly/C08RO  #WMF14 #3Dprinters,9/26/2014,makerfaire
343,The future of food is delicious—eat clouds at the World Maker Faire (@makerfaire): http://bit.ly/1DE1Dal pic.twitter.com/mj8EQOT7wm,9/26/2014,CreatorsProject
344,"That's it, next time I'm getting a map! #WrongTurn #howdidigetsolucky #MakerFaire pic.twitter.com/AW7bHVCXDl",9/28/2014,Barnacules
345,New! A Day at @makerfaire & Why You Need to Go!: http://edut.to/1vaDdS5  via @kjarrett. #makered #STEM,9/28/2014,edutopia
346,If you did not stay at the @MakerFaireLou  until after dark you missed this and I am truly sorry for you. #MakerFaire pic.twitter.com/60AAoHpCbr,9/28/2014,dgregoire
347,@Atmel @makerfaire @make this was a godsend @ the #WorldMakerFairepic.twitter.com/yspC1IVjDC,9/29/2014,kraut_source
348,"The best part of waking up is a @MakerFaire Robot in your cup... Happy #NationalCoffeeDay, @MAKE!pic.twitter.com/r3OUzHfvLW",9/29/2014,MicrochipMakes
349,"I've been accepted to present a talk on #ISEE3 @MakerFaire New York on Sept. 20 & 21, 2014 http://makerfaire.com . Come see me there!",9/4/2014,KeithCowing
350,"Come one, come all to the greatest show (and tell) on Earth! World @MakerFaire is almost here! #AtmelMakespic.twitter.com/bdqkjz9IJs",9/5/2014,MicrochipMakes
351,#Brighton Mini Maker Faire 2014 wrap up. What a day! See you next year. http://ow.ly/Bb4Iu   #BMMF #BDF14 #MakerFaire,9/6/2014,MakerFaireBTN
352,"#ThatMomentWhen you realize two weeks from now, you'll be at World @MakerFaire. #AtmelMakespic.twitter.com/GwSvC3NZgX",9/6/2014,MicrochipMakes
353,@printrbot @3DHubs @3DHubs_US @make @skjain2 building #protopasta Marvin's for next weekend's #pdx @makerfaire @OMSIpic.twitter.com/XSAOwhyBU7,9/6/2014,Proto_pasta
